id,member_id,bulan,tahun,iuran_wajib,iuran_sukarela,tanggal_bayar,status,created_at,updated_at,simpanan_wajib
09b1f0ac-65b6-49db-88f0-0542aade8922,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,8,2025,50000.00,0.00,2025-08-31,lunas,2025-10-21 14:00:22.008797+00,2025-10-21 14:00:22.008797+00,100000.00
09c239b8-669a-430c-a241-4ebc2ffe2b02,cb4162af-8dcb-446d-8a2d-f0eda46e34c2,2,2023,50000.00,0.00,2023-02-28,lunas,2025-10-19 10:00:43.954586+00,2025-10-19 10:00:43.954586+00,100000.00
09f033a3-d9ca-4a4e-8798-b12f75f3ac5d,8723527b-e905-480e-b3fb-8e1b9a0d53d3,4,2023,50000.00,0.00,2023-04-30,lunas,2025-10-19 10:01:07.509868+00,2025-10-19 10:01:07.509868+00,100000.00
0a196fb0-ecd8-4386-b1ff-107877565041,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,9,2023,50000.00,0.00,2023-09-30,lunas,2025-10-19 10:00:35.457313+00,2025-10-19 10:00:35.457313+00,100000.00
0a1b82ee-c88a-45dd-b3e7-f0eb8e3474d8,c1876c25-8f0e-46c5-9f83-9ecde2737bba,5,2025,50000.00,250000.00,2025-05-31,lunas,2025-10-21 14:05:25.576318+00,2025-10-21 14:44:20.947666+00,100000.00
0a320dbd-66d4-4ddf-bcc4-e8cb0e480c51,eaeada1d-4b89-4e26-a8b2-f679d0b50598,2,2025,50000.00,0.00,2025-02-28,lunas,2025-10-21 14:00:17.945682+00,2025-10-22 02:40:47.177091+00,0.00
0ac4b635-0474-477a-9978-ff29be59db93,b2e516e7-1694-45da-b354-2523917c5f78,5,2023,50000.00,0.00,2023-05-31,lunas,2025-10-19 10:01:09.344325+00,2025-10-19 10:01:09.344325+00,100000.00
0b10c888-a264-4539-8021-fe0eeb541588,4a123be6-5a27-4154-b4a7-f1148a6b7d8d,4,2024,50000.00,0.00,2024-04-30,lunas,2025-10-21 08:01:40.117937+00,2025-10-21 08:01:40.117937+00,100000.00
0b4c9272-e4eb-4418-a824-c97381a87e70,c123c1a5-ba71-4eea-b657-d4dda0c6befc,5,2023,50000.00,0.00,2023-05-31,lunas,2025-10-19 10:00:56.740221+00,2025-10-19 10:00:56.740221+00,100000.00
0b57bac6-266b-4618-bffd-233b0fe19d7d,c123c1a5-ba71-4eea-b657-d4dda0c6befc,10,2025,50000.00,0.00,2025-10-31,lunas,2025-10-21 14:44:41.078955+00,2025-10-21 14:44:41.078955+00,100000.00
0b65699d-8635-4d4e-8dbe-e99de3a8a312,794a3f4f-fb97-4010-ad9f-2ddf9e91abee,4,2023,50000.00,0.00,2023-04-30,lunas,2025-10-19 10:00:33.221456+00,2025-10-19 10:00:33.221456+00,100000.00
0b6bd177-59cb-4d4d-bf08-10b664ec7206,b2e516e7-1694-45da-b354-2523917c5f78,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:01:47.082255+00,2025-10-21 08:01:47.082255+00,100000.00
0bae216a-89d5-4980-b452-98e1818b6e51,91458182-8d42-4684-a5ae-bc33f4be115a,11,2023,50000.00,0.00,2023-11-30,lunas,2025-10-19 10:00:47.970876+00,2025-10-19 10:00:47.970876+00,0.00
0bb1542d-1681-43dc-97b1-833f5ee7f76d,d74aa1b0-a4e9-410d-be60-66a8329efa0b,1,2023,0.00,0.00,2023-01-31,belum_lunas,2025-10-19 10:00:21.619316+00,2025-10-19 10:31:56.287641+00,0.00
0bb2cb56-515e-44db-89cf-34360a3bcb09,91458182-8d42-4684-a5ae-bc33f4be115a,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:00:47.045876+00,2025-10-19 10:00:47.045876+00,0.00
0c097917-34d7-4297-9f4f-65a273c8c691,c1876c25-8f0e-46c5-9f83-9ecde2737bba,10,2023,50000.00,200000.00,2023-10-31,lunas,2025-10-19 10:00:27.769129+00,2025-10-19 10:00:27.769129+00,100000.00
0c5f5029-9e80-4ce2-85ed-66b8879e91f6,2b1034c9-e381-4f62-8761-c2f1d5466fac,4,2023,50000.00,0.00,2023-04-30,lunas,2025-10-19 10:00:14.362015+00,2025-10-19 10:00:14.362015+00,100000.00
0ca7d690-3c77-482c-875f-ccc4bb82d850,4a123be6-5a27-4154-b4a7-f1148a6b7d8d,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:01:40.728396+00,2025-10-21 08:01:40.728396+00,100000.00
0cc02f69-b08e-4058-baad-5603355ce40b,8723527b-e905-480e-b3fb-8e1b9a0d53d3,7,2024,50000.00,0.00,2024-07-31,lunas,2025-10-21 08:01:45.468748+00,2025-10-21 08:01:45.468748+00,100000.00
0cdff26e-0fe5-4c2f-b56a-814a03410c8d,8723527b-e905-480e-b3fb-8e1b9a0d53d3,4,2024,50000.00,0.00,2024-04-30,lunas,2025-10-21 08:01:45.095351+00,2025-10-21 08:01:45.095351+00,100000.00
0d21de23-1aa9-4c8d-8ae9-47b52b1f8e43,fbb50b94-afb4-4a45-a6a2-72e257809b1d,3,2024,50000.00,0.00,2024-03-31,lunas,2025-10-21 08:00:54.205786+00,2025-10-21 08:00:54.205786+00,100000.00
0d9aa7b2-fb17-4b8a-9757-046da8340694,059a6d69-f760-4f6d-ad11-7fbf59c3a7c4,7,2023,50000.00,0.00,2023-07-31,lunas,2025-10-19 10:00:37.157193+00,2025-10-19 10:00:37.157193+00,100000.00
0da7e6bd-5b68-4e48-8c45-0b8f17602d73,0dcd1262-9ab9-452c-8a66-e9d575563268,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:01:29.806172+00,2025-10-21 08:01:29.806172+00,100000.00
0dc2e199-3a3d-4d18-bef0-27c92e083801,1ea6557b-4d23-4b62-98dc-b337d93d9524,1,2023,50000.00,0.00,2023-01-31,lunas,2025-10-19 10:00:53.579469+00,2025-10-19 10:00:53.579469+00,100000.00
0dc82899-6286-4ed9-846e-d1cda05ca61f,c123c1a5-ba71-4eea-b657-d4dda0c6befc,7,2024,50000.00,0.00,2024-07-31,lunas,2025-10-21 08:01:34.084436+00,2025-10-21 08:01:34.084436+00,100000.00
0e36f0f5-f3e0-43fc-b790-ded26247955f,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,4,2025,50000.00,0.00,2025-04-30,lunas,2025-10-21 14:44:44.423119+00,2025-10-21 14:44:44.423119+00,100000.00
0ea3ec2a-cac4-41d0-82e8-bb2bca50ca84,4f667a97-f738-4f76-8105-27ad44277d59,5,2024,0.00,0.00,2024-05-31,belum_lunas,2025-10-21 08:01:43.60362+00,2025-10-21 08:01:43.60362+00,0.00
0ec7bc2c-ea51-48ff-8ff4-3323073160f0,c123c1a5-ba71-4eea-b657-d4dda0c6befc,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:01:33.82865+00,2025-10-21 08:01:33.82865+00,100000.00
0ee703ea-37f2-46cc-9a1c-9bf62a5ccff6,81d54fb6-12c5-4051-8161-44894f130757,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:01:26.029165+00,2025-10-21 08:01:26.029165+00,100000.00
0f5c2b50-85d3-456c-af11-3dbc9df66bac,89c8fe99-b94b-4865-a102-e696933602cc,9,2024,0.00,0.00,2024-09-30,belum_lunas,2025-10-21 08:00:46.185603+00,2025-10-21 08:00:46.185603+00,0.00
0fe88e6b-4266-4775-9721-4bb9fdf1646a,324dbb7b-a1f0-49fa-b671-3ef7dbe9d748,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:00:42.589604+00,2025-10-19 10:00:42.589604+00,100000.00
101b83c4-7484-45cb-b279-cf3d7ee53a7c,8723527b-e905-480e-b3fb-8e1b9a0d53d3,1,2025,50000.00,0.00,2025-01-31,lunas,2025-10-21 14:44:48.465085+00,2025-10-21 14:44:48.465085+00,100000.00
11741030-b6e7-4de7-904c-4f2d2f9d0411,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,6,2025,50000.00,0.00,2025-06-30,lunas,2025-10-21 14:44:44.664802+00,2025-10-21 14:44:44.664802+00,100000.00
117f4110-0ea8-485a-b5ce-c384f3cc252e,46b08ec7-a17a-43c1-99c3-584b39304b2a,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:01:31.458981+00,2025-10-21 08:01:31.458981+00,100000.00
118b3d32-f3e6-4664-aac1-adce91a852b0,6aa7a6ef-0307-4a4a-8d64-b0fe6a33ad1c,9,2024,50000.00,0.00,2024-09-30,lunas,2025-10-21 08:00:30.505331+00,2025-10-21 08:00:30.505331+00,100000.00
1195a547-efa5-4035-8019-08c824d74bff,eaeada1d-4b89-4e26-a8b2-f679d0b50598,10,2023,50000.00,0.00,2023-10-31,lunas,2025-10-19 10:00:13.503233+00,2025-10-19 10:31:56.287641+00,0.00
11b241bc-708d-4af7-800e-64fea9fef298,059a6d69-f760-4f6d-ad11-7fbf59c3a7c4,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:00:51.540313+00,2025-10-21 08:00:51.540313+00,100000.00
11ea4a44-6139-4c8a-b1c9-4e518b9f07db,6aa7a6ef-0307-4a4a-8d64-b0fe6a33ad1c,9,2023,50000.00,0.00,2023-09-30,lunas,2025-10-19 10:00:18.294837+00,2025-10-19 10:00:18.294837+00,100000.00
128a7f02-6b82-446c-b531-c6d5535257d7,3936c707-7bc1-4ffa-99ee-776b8b1fc14f,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:00:41.531275+00,2025-10-21 08:00:41.531275+00,100000.00
12cea66a-23f1-4a87-a069-77b0d3d746d0,c123c1a5-ba71-4eea-b657-d4dda0c6befc,12,2023,50000.00,0.00,2023-12-31,lunas,2025-10-19 10:00:57.530314+00,2025-10-19 10:00:57.530314+00,100000.00
131a4927-d2e2-4e54-97c0-aa12755d9821,422594b7-a845-4a5c-aba4-1ac02a821f3e,4,2025,50000.00,0.00,2025-04-30,lunas,2025-10-21 14:44:36.207979+00,2025-10-21 14:44:36.207979+00,100000.00
133ac64c-4168-42af-af9b-a75264e000cf,c1876c25-8f0e-46c5-9f83-9ecde2737bba,6,2023,50000.00,0.00,2023-06-30,lunas,2025-10-19 10:00:27.286562+00,2025-10-19 10:00:27.286562+00,100000.00
133b8b24-4f0c-4c6b-8261-75cb0eb2e19e,94a0cdc0-c60a-4632-897b-dec0a0e7b666,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:01:49.778713+00,2025-10-21 08:01:49.778713+00,0.00
13b8d384-bd1d-4048-b4fd-c88124691181,cb4162af-8dcb-446d-8a2d-f0eda46e34c2,6,2025,0.00,0.00,2025-06-30,belum_lunas,2025-10-21 14:44:30.896205+00,2025-10-21 14:44:30.896205+00,0.00
1436f8e2-6ee4-4a8e-a60f-306dc9c76ad6,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,4,2025,50000.00,0.00,2025-04-30,lunas,2025-10-21 14:00:21.439692+00,2025-10-21 14:00:21.439692+00,100000.00
149171be-2310-4d0f-8e6a-c3341a8f0d4b,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,1,2023,50000.00,0.00,2023-01-31,lunas,2025-10-19 10:00:34.37815+00,2025-10-19 10:00:34.37815+00,100000.00
149be029-1d69-4965-a55b-4e6674bcbb56,c123c1a5-ba71-4eea-b657-d4dda0c6befc,10,2024,50000.00,0.00,2024-10-31,lunas,2025-10-21 08:01:34.613737+00,2025-10-21 08:01:34.613737+00,100000.00
14f08e0f-7ad8-4138-8a7c-0dfe7450efc8,2b1034c9-e381-4f62-8761-c2f1d5466fac,8,2023,50000.00,0.00,2023-08-31,lunas,2025-10-19 10:00:14.919424+00,2025-10-19 10:00:14.919424+00,100000.00
14f2c670-6916-4c96-a7ec-453a64e6fa33,41f6ff19-4714-4974-bf6e-b7881ff89f40,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:01:49.027885+00,2025-10-21 08:01:49.027885+00,100000.00
14fe43cb-0c8c-44f8-ae62-f17423e2b422,0dcd1262-9ab9-452c-8a66-e9d575563268,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:01:29.332807+00,2025-10-21 08:01:29.332807+00,100000.00
1566e90b-d00e-48a5-972f-6f7ad4f0ea77,2b1034c9-e381-4f62-8761-c2f1d5466fac,2,2024,50000.00,0.00,2024-02-28,lunas,2025-10-21 08:00:26.586111+00,2025-10-21 08:00:26.586111+00,100000.00
15e65b81-06ed-41d7-ab14-1799c5fbd54b,cb4162af-8dcb-446d-8a2d-f0eda46e34c2,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:00:58.671025+00,2025-10-21 08:00:58.671025+00,100000.00
165583f7-0e01-48e0-9c76-b40f9844dee5,2b1034c9-e381-4f62-8761-c2f1d5466fac,1,2025,50000.00,0.00,2025-01-31,lunas,2025-10-21 14:00:19.447104+00,2025-10-21 14:00:19.447104+00,100000.00
1668c916-bee0-44f5-8bf0-a30e6986f358,c1876c25-8f0e-46c5-9f83-9ecde2737bba,10,2024,50000.00,200000.00,2024-10-31,lunas,2025-10-21 08:00:43.355707+00,2025-10-21 08:00:43.355707+00,100000.00
16d4bd6b-f032-4e52-ac62-6945aec810a3,46b08ec7-a17a-43c1-99c3-584b39304b2a,10,2025,0.00,0.00,2025-10-31,belum_lunas,2025-10-21 14:44:39.743117+00,2025-10-21 14:44:39.743117+00,0.00
1760b990-27e0-4a20-9718-ee804fcedfce,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,11,2024,50000.00,0.00,2024-11-30,lunas,2025-10-21 08:00:50.778084+00,2025-10-21 08:00:50.778084+00,100000.00
1872e0f0-d645-40ad-a234-9813c87fec9e,4a3ab56c-4f58-4242-98a2-e53026114805,9,2024,50000.00,0.00,2024-09-30,lunas,2025-10-21 08:00:44.738209+00,2025-10-21 08:00:44.738209+00,100000.00
18823ef9-96d9-4b7c-891d-ed1fe8eb0c20,c123c1a5-ba71-4eea-b657-d4dda0c6befc,3,2024,50000.00,0.00,2024-03-31,lunas,2025-10-21 08:01:33.539543+00,2025-10-21 08:01:33.539543+00,100000.00
18bbaa11-0317-4f4e-bdda-6775f98e13e2,d79f5a6a-e79d-4638-92dd-9f72ab5ec7e7,3,2023,50000.00,0.00,2023-03-31,lunas,2025-10-19 10:01:00.997799+00,2025-10-19 10:01:00.997799+00,100000.00
18c0923b-fc3e-401b-918e-20d8f763c18b,fbb50b94-afb4-4a45-a6a2-72e257809b1d,5,2024,50000.00,0.00,2024-05-31,lunas,2025-10-21 08:00:54.424659+00,2025-10-21 08:00:54.424659+00,100000.00
18c10a77-502f-4203-8a46-c7e5617dbad0,4f667a97-f738-4f76-8105-27ad44277d59,7,2023,50000.00,0.00,2023-07-31,lunas,2025-10-19 10:01:06.370287+00,2025-10-19 10:01:06.370287+00,100000.00
18f5db37-d7b3-4914-b5fb-41f0a974f358,0054bb6c-4652-453a-8e53-4248c9747044,12,2024,50000.00,0.00,2024-12-31,lunas,2025-10-21 08:00:33.70952+00,2025-10-21 08:00:33.70952+00,100000.00
1927a2fe-aff1-45f1-a5ed-ee1a990a06c9,81d54fb6-12c5-4051-8161-44894f130757,7,2025,50000.00,0.00,2025-07-31,lunas,2025-10-21 14:44:35.306775+00,2025-10-21 14:44:35.306775+00,100000.00
19360e93-7490-46a1-ae71-ae3e77a757d9,81d54fb6-12c5-4051-8161-44894f130757,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:01:25.772024+00,2025-10-21 08:01:25.772024+00,100000.00
194ac551-6fe1-4a8a-9d22-7b55dfa01dfa,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,12,2024,50000.00,0.00,2024-12-31,lunas,2025-10-21 08:00:29.424711+00,2025-10-21 08:00:29.424711+00,100000.00
19a57cef-e1d8-4617-94f5-3d26c6929cf8,d74aa1b0-a4e9-410d-be60-66a8329efa0b,7,2024,0.00,0.00,2024-07-31,belum_lunas,2025-10-21 08:00:34.476052+00,2025-10-21 08:00:34.476052+00,0.00
19e30e88-a237-4ad3-ba33-01d50960b3c1,4a123be6-5a27-4154-b4a7-f1148a6b7d8d,6,2025,50000.00,0.00,2025-06-30,lunas,2025-10-21 14:44:45.978642+00,2025-10-21 14:44:45.978642+00,100000.00
1a886e76-5420-4a99-ad34-ae09244d120e,6aa7a6ef-0307-4a4a-8d64-b0fe6a33ad1c,8,2024,50000.00,0.00,2024-08-31,lunas,2025-10-21 08:00:30.373897+00,2025-10-21 08:00:30.373897+00,100000.00
1ad376e8-fcfa-4578-9199-1d6dc011c9e0,23f7d1ed-1ea6-454f-9662-caf62e9650d9,5,2025,50000.00,0.00,2025-05-31,lunas,2025-10-21 14:44:47.318937+00,2025-10-21 14:44:47.318937+00,100000.00
1b2911eb-8e90-4032-a6c1-995e1c48f6d1,bdbfb8a5-0b6e-4f39-8e96-c91ad3850df1,2,2025,50000.00,0.00,2025-02-28,lunas,2025-10-21 14:00:24.116553+00,2025-10-21 14:00:24.116553+00,100000.00
1b4d072f-574a-4d30-99ed-03c1cc8bc8ab,cb4162af-8dcb-446d-8a2d-f0eda46e34c2,12,2023,50000.00,0.00,2023-12-31,lunas,2025-10-19 10:00:45.252568+00,2025-10-19 10:00:45.252568+00,100000.00
1b9dd56e-4bfc-41dc-a94b-ab104326382d,bba4db5a-682d-4c28-b84c-b8d7aa79e58d,6,2023,50000.00,0.00,2023-06-30,lunas,2025-10-19 10:00:35.0548+00,2025-10-19 10:00:35.0548+00,100000.00
1ba3034e-b75a-4937-91a1-3a7840819007,3936c707-7bc1-4ffa-99ee-776b8b1fc14f,7,2025,50000.00,0.00,2025-07-31,lunas,2025-10-21 14:05:24.326363+00,2025-10-21 14:44:18.978075+00,100000.00
1be4e26f-eb22-40e6-8832-e599c1edaa70,3aae1f0a-1d47-4c71-99d0-039aefa08305,9,2025,0.00,0.00,2025-09-30,belum_lunas,2025-10-21 14:44:43.708631+00,2025-10-21 14:44:43.708631+00,0.00
1c427b73-1295-48f9-a63a-ff6363f39c35,bdbfb8a5-0b6e-4f39-8e96-c91ad3850df1,6,2024,50000.00,0.00,2024-06-30,lunas,2025-10-21 08:00:31.48293+00,2025-10-21 08:00:31.48293+00,100000.00
1c57fcc3-17b6-4548-a4ab-dc1dd24f2406,cb4162af-8dcb-446d-8a2d-f0eda46e34c2,3,2024,50000.00,0.00,2024-03-31,lunas,2025-10-21 08:00:58.336128+00,2025-10-21 08:00:58.336128+00,100000.00
1c797f5e-9cd9-4bb8-8755-81f032edc9f7,1173fd81-a9d2-4178-b421-06c4bd5cc2c2,4,2024,50000.00,0.00,2024-04-30,lunas,2025-10-21 08:00:28.383027+00,2025-10-21 08:00:28.383027+00,100000.00
